product_title,product_variant_title,year,month,year_month,times_bought,total_revenue,num_orders
OmieChill,Purple,2025,8,2025-08-01,5,67.57,5
OmieChill,Purple,2025,9,2025-09-01,1,9.0,1
OmieDip (set of 2),Blue/Lime,2022,9,2022-09-01,19,345.0,19
OmieDip (set of 2),Blue/Lime,2022,11,2022-11-01,3,60.0,4
OmieDip (set of 2),Blue/Lime,2022,12,2022-12-01,14,219.44,15
OmieDip (set of 2),Blue/Lime,2023,1,2023-01-01,5,55.67,5
OmieDip (set of 2),Blue/Lime,2023,2,2023-02-01,3,60.0,3
OmieDip (set of 2),Blue/Lime,2023,3,2023-03-01,1,15.0,1
OmieDip (set of 2),Blue/Lime,2023,4,2023-04-01,1,15.0,1
OmieDip (set of 2),Blue/Lime,2023,5,2023-05-01,3,45.0,3
OmieDip (set of 2),Blue/Lime,2023,6,2023-06-01,6,80.76,6
OmieDip (set of 2),Blue/Lime,2023,7,2023-07-01,7,105.0,7
OmieDip (set of 2),Blue/Lime,2023,8,2023-08-01,31,525.0,32
OmieDip (set of 2),Blue/Lime,2023,9,2023-09-01,14,255.0,15
OmieDip (set of 2),Blue/Lime,2023,10,2023-10-01,19,629.0,19
OmieDip (set of 2),Blue/Lime,2023,11,2023-11-01,3,45.0,3
OmieDip (set of 2),Blue/Lime,2023,12,2023-12-01,4,75.0,4
OmieDip (set of 2),Blue/Lime,2024,1,2024-01-01,3,45.0,3
OmieDip (set of 2),Blue/Lime,2024,2,2024-02-01,0,-15.0,1
OmieDip (set of 2),Blue/Lime,2024,3,2024-03-01,1,15.0,1
OmieDip (set of 2),Blue/Lime,2024,4,2024-04-01,9,113.05,9
OmieDip (set of 2),Blue/Lime,2024,5,2024-05-01,6,120.0,8
OmieDip (set of 2),Blue/Lime,2024,6,2024-06-01,3,45.0,3
OmieDip (set of 2),Blue/Lime,2024,7,2024-07-01,4,60.0,4
OmieDip (set of 2),Blue/Lime,2024,8,2024-08-01,34,804.0,34
OmieDip (set of 2),Blue/Lime,2024,9,2024-09-01,40,732.0,42
OmieDip (set of 2),Blue/Lime,2024,10,2024-10-01,4,75.0,5
OmieDip (set of 2),Blue/Lime,2024,11,2024-11-01,5,90.0,5
OmieDip (set of 2),Blue/Lime,2024,12,2024-12-01,1,15.0,1
OmieDip (set of 2),Blue/Lime,2025,1,2025-01-01,6,108.0,7
OmieDip (set of 2),Blue/Lime,2025,2,2025-02-01,3,85.0,3
OmieDip (set of 2),Blue/Lime,2025,3,2025-03-01,3,60.0,3
OmieDip (set of 2),Blue/Lime,2025,4,2025-04-01,2,15.0,3
OmieDip (set of 2),Blue/Lime,2025,5,2025-05-01,1,0.0,1
OmieDip (set of 2),Blue/Lime,2025,7,2025-07-01,2,30.0,2
OmieDip (set of 2),Blue/Lime,2025,8,2025-08-01,1,0.0,1
OmieDip (set of 2),Blue/Lime,2025,9,2025-09-01,16,427.0,16
OmieDip (set of 2),Blue/Lime,2025,10,2025-10-01,12,208.0,13
OmieDip (set of 2),Blue/Lime,2025,11,2025-11-01,1,16.0,1
OmieDip (set of 2),Blue/Lime,2025,12,2025-12-01,2,82.0,2
OmieDip (set of 2),Blue/Mint,2025,9,2025-09-01,23,649.0,23
OmieDip (set of 2),Blue/Mint,2025,10,2025-10-01,14,145.0,16
OmieDip (set of 2),Blue/Mint,2025,11,2025-11-01,4,64.0,4
OmieDip (set of 2),Blue/Mint,2025,12,2025-12-01,3,98.0,3
OmieDip (set of 2),Pink/Purple,2025,9,2025-09-01,18,633.0,20
OmieDip (set of 2),Pink/Purple,2025,10,2025-10-01,13,176.0,13
OmieDip (set of 2),Pink/Purple,2025,11,2025-11-01,5,80.0,5
OmieDip (set of 2),Pink/Purple,2025,12,2025-12-01,2,98.0,3
OmieDip (set of 2),Pink/Teal,2023,1,2023-01-01,2,30.0,2
OmieDip (set of 2),Pink/Teal,2023,2,2023-02-01,2,30.0,2
OmieDip (set of 2),Pink/Teal,2023,3,2023-03-01,3,45.0,3
OmieDip (set of 2),Pink/Teal,2023,4,2023-04-01,4,60.0,4
OmieDip (set of 2),Pink/Teal,2023,5,2023-05-01,3,45.0,3
OmieDip (set of 2),Pink/Teal,2023,6,2023-06-01,5,60.0,6
OmieDip (set of 2),Pink/Teal,2023,7,2023-07-01,7,180.0,9
OmieDip (set of 2),Pink/Teal,2023,8,2023-08-01,28,540.0,34
OmieDip (set of 2),Pink/Teal,2023,9,2023-09-01,10,135.0,11
OmieDip (set of 2),Pink/Teal,2023,10,2023-10-01,21,609.0,23
OmieDip (set of 2),Pink/Teal,2023,11,2023-11-01,9,180.0,10
OmieDip (set of 2),Pink/Teal,2023,12,2023-12-01,2,45.0,2
OmieDip (set of 2),Pink/Teal,2024,1,2024-01-01,8,120.0,8
OmieDip (set of 2),Pink/Teal,2024,2,2024-02-01,1,15.0,1
OmieDip (set of 2),Pink/Teal,2024,3,2024-03-01,5,90.0,5
OmieDip (set of 2),Pink/Teal,2024,4,2024-04-01,6,86.82,8
OmieDip (set of 2),Pink/Teal,2024,5,2024-05-01,3,75.0,3
OmieDip (set of 2),Pink/Teal,2024,6,2024-06-01,1,-15.0,2
OmieDip (set of 2),Pink/Teal,2024,7,2024-07-01,6,105.0,6
OmieDip (set of 2),Pink/Teal,2024,8,2024-08-01,36,524.0,36
OmieDip (set of 2),Pink/Teal,2024,9,2024-09-01,31,624.0,36
OmieDip (set of 2),Pink/Teal,2024,10,2024-10-01,5,75.0,5
OmieDip (set of 2),Pink/Teal,2024,11,2024-11-01,9,234.0,10
OmieDip (set of 2),Pink/Teal,2024,12,2024-12-01,1,0.0,2
OmieDip (set of 2),Pink/Teal,2025,1,2025-01-01,5,108.0,6
OmieDip (set of 2),Pink/Teal,2025,2,2025-02-01,2,30.0,2
OmieDip (set of 2),Pink/Teal,2025,3,2025-03-01,9,147.0,9
OmieDip (set of 2),Pink/Teal,2025,4,2025-04-01,1,15.0,3
OmieDip (set of 2),Pink/Teal,2025,5,2025-05-01,9,165.0,10
OmieDip (set of 2),Pink/Teal,2025,6,2025-06-01,5,75.0,5
OmieDip (set of 2),Pink/Teal,2025,8,2025-08-01,45,948.0,46
OmieDip (set of 2),Pink/Teal,2025,9,2025-09-01,36,578.0,39
OmieDip (set of 2),Pink/Teal,2025,10,2025-10-01,7,112.0,7
OmieDip (set of 2),Pink/Teal,2025,11,2025-11-01,0,16.0,1
OmieDip (set of 2),Pink/Teal,2025,12,2025-12-01,1,16.0,1
OmieDip (set of 2),Purple/Orange,2022,9,2022-09-01,17,315.0,17
OmieDip (set of 2),Purple/Orange,2022,11,2022-11-01,2,30.0,2
OmieDip (set of 2),Purple/Orange,2022,12,2022-12-01,7,84.45,10
OmieDip (set of 2),Purple/Orange,2023,1,2023-01-01,5,72.5,5
OmieDip (set of 2),Purple/Orange,2023,2,2023-02-01,1,15.0,1
OmieDip (set of 2),Purple/Orange,2023,5,2023-05-01,1,15.0,1
OmieDip (set of 2),Purple/Orange,2023,6,2023-06-01,2,30.0,2
OmieDip (set of 2),Purple/Orange,2023,7,2023-07-01,3,30.0,3
OmieDip (set of 2),Purple/Orange,2023,8,2023-08-01,11,195.0,14
OmieDip (set of 2),Purple/Orange,2023,9,2023-09-01,54,887.5,56
OmieDip (set of 2),Purple/Orange,2024,8,2024-08-01,13,561.0,15
OmieDip (set of 2),Purple/Orange,2024,9,2024-09-01,13,210.0,14
OmieDip (set of 2),Purple/Orange,2024,10,2024-10-01,3,45.0,3
OmieDip (set of 2),Purple/Orange,2024,11,2024-11-01,3,147.0,4
OmieDip (set of 2),Purple/Orange,2025,1,2025-01-01,3,63.0,3
OmieDip (set of 2),Purple/Orange,2025,2,2025-02-01,3,45.0,3
OmieDip (set of 2),Purple/Orange,2025,3,2025-03-01,1,15.0,1
OmieDip (set of 2),Purple/Orange,2025,4,2025-04-01,7,90.0,7
OmieDip (set of 2),Purple/Orange,2025,5,2025-05-01,5,60.0,5
OmieDip (set of 2),Purple/Orange,2025,6,2025-06-01,3,60.0,4
OmieDip (set of 2),Purple/Orange,2025,7,2025-07-01,8,141.0,9
OmieDip (set of 2),Purple/Orange,2025,8,2025-08-01,12,210.0,13
OmieDip (set of 2),Purple/Orange,2025,9,2025-09-01,2,187.0,2
OmieDip (set of 2),Purple/Orange,2025,11,2025-11-01,0,-66.0,1
OmieDip (set of 2),Purple/Orange,2025,12,2025-12-01,2,82.0,2
OmieDip (set of 2),Red/Yellow,2023,10,2023-10-01,5,60.0,5
OmieDip (set of 2),Red/Yellow,2023,11,2023-11-01,3,60.0,3
OmieDip (set of 2),Red/Yellow,2024,1,2024-01-01,1,15.0,1
OmieDip (set of 2),Red/Yellow,2024,2,2024-02-01,0,15.0,1
OmieDip (set of 2),Red/Yellow,2024,4,2024-04-01,3,147.0,3
OmieDip (set of 2),Red/Yellow,2024,5,2024-05-01,1,15.0,1
OmieDip (set of 2),Red/Yellow,2024,6,2024-06-01,2,30.0,2
OmieDip (set of 2),Red/Yellow,2024,8,2024-08-01,8,252.0,9
OmieDip (set of 2),Red/Yellow,2024,9,2024-09-01,15,342.0,15
OmieDip (set of 2),Red/Yellow,2024,11,2024-11-01,4,45.0,5
OmieDip (set of 2),Red/Yellow,2025,1,2025-01-01,1,48.0,2
OmieDip (set of 2),Red/Yellow,2025,2,2025-02-01,2,30.0,2
OmieDip (set of 2),Red/Yellow,2025,3,2025-03-01,1,15.0,1
OmieDip (set of 2),Red/Yellow,2025,4,2025-04-01,6,75.0,7
OmieDip (set of 2),Red/Yellow,2025,5,2025-05-01,1,15.0,1
OmieDip (set of 2),Red/Yellow,2025,6,2025-06-01,2,15.0,3
OmieDip (set of 2),Red/Yellow,2025,7,2025-07-01,2,30.0,2
OmieDip (set of 2),Red/Yellow,2025,8,2025-08-01,12,261.0,14
OmieDip (set of 2),Sea Blue/Green,2025,5,2025-05-01,7,303.0,9
OmieDip (set of 2),Sea Blue/Green,2025,6,2025-06-01,6,90.0,6
OmieDip (set of 2),Sea Blue/Green,2025,7,2025-07-01,5,93.0,5
OmieDip (set of 2),Sea Blue/Green,2025,8,2025-08-01,1,30.0,2
OmieDip (set of 2),Sea Blue/Green,2025,9,2025-09-01,3,202.0,3
OmieDip (set of 2),Sea Blue/Green,2025,10,2025-10-01,1,0.91,1
OmieDip (set of 2),Sea Blue/Green,2025,11,2025-11-01,0,-66.0,1
OmieDip (set of 2),Sea Blue/Green,2025,12,2025-12-01,1,66.0,1
OmieDip (set of 2),Standard,2022,8,2022-08-01,1,30.0,1
OmieDip (set of 2),Standard,2022,9,2022-09-01,14,300.0,15
OmieDip (set of 2),Standard,2022,11,2022-11-01,4,60.0,4
OmieDip (set of 2),Standard,2022,12,2022-12-01,14,189.44,15
OmieDip (set of 2),Standard,2023,1,2023-01-01,3,44.379999999999995,3
OmieDip UP,Blue/Orange,2025,5,2025-05-01,4,255.83999999999997,4
OmieDip UP,Blue/Orange,2025,8,2025-08-01,13,158.54,13
OmieDip UP,Blue/Orange,2025,9,2025-09-01,14,172.93,15
OmieDip UP,Blue/Orange,2025,10,2025-10-01,3,43.24,3
OmieDip UP,Pink/Teal,2025,5,2025-05-01,3,241.43,3
OmieDip UP,Pink/Teal,2025,8,2025-08-01,6,86.46000000000001,6
OmieDip UP,Pink/Teal,2025,9,2025-09-01,2,57.66,4
OmieDip UP,Pink/Teal,2025,12,2025-12-01,2,79.27,2
OmieDip UP,Purple/Green,2025,5,2025-05-01,5,255.83999999999997,5
OmieDip UP,Purple/Green,2025,8,2025-08-01,3,57.65,3
OmieDip UP,Purple/Green,2025,9,2025-09-01,4,43.24,4
OmieDip UP,Purple/Green,2025,12,2025-12-01,2,79.27,2
OmieGo Bio (Set of 3),Coral,2022,9,2022-09-01,4,144.16,4
OmieGo Bio (Set of 3),Coral,2022,10,2022-10-01,1,36.04,1
OmieGo Bio (Set of 3),Coral,2023,9,2023-09-01,1,36.04,1
OmieGo Bio (Set of 3),Coral,2024,3,2024-03-01,1,28.83,1
OmieGo Bio (Set of 3),Coral,2024,5,2024-05-01,0,63.06,1
OmieGo Bio (Set of 3),Coral,2024,6,2024-06-01,0,-63.06,1
OmieGo Bio (Set of 3),Coral,2025,6,2025-06-01,1,36.03,1
OmieGo Bio (Set of 3),Coral,2025,8,2025-08-01,1,36.03,1
OmieGo Bio (Set of 3),Coral,2025,9,2025-09-01,1,72.08,1
OmieGo Bio (Set of 3),Mist,2022,9,2022-09-01,5,180.2,5
OmieGo Bio (Set of 3),Mist,2023,8,2023-08-01,1,25.23,1
OmieGo Bio (Set of 3),Mist,2024,7,2024-07-01,1,36.04,1
OmieGo Bio (Set of 3),Mist,2025,4,2025-04-01,1,36.04,1
OmieGo Bio (Set of 3),Mist,2025,8,2025-08-01,1,0.0,1
OmieGo Bio (Set of 3),Mist,2025,9,2025-09-01,1,36.04,1
OmieGo Bio (Set of 3),Mist,2025,10,2025-10-01,1,36.04,1
OmieGo Bio (Set of 3),Mist,2025,12,2025-12-01,1,36.04,1
OmieGo Bio (Set of 3),Stone,2022,9,2022-09-01,4,180.84,4
OmieGo Bio (Set of 3),Stone,2025,7,2025-07-01,2,72.07,2
OmieGo Bio (Set of 3),Stone,2025,8,2025-08-01,0,36.04,1
OmieGo Bio (Set of 3),Stone,2025,9,2025-09-01,1,0.0,2
OmiePlate,Blue / 1 Plate + 1 Divider,2025,5,2025-05-01,1,18.02,1
OmiePlate,Blue / 1 Plate + 1 Divider,2025,8,2025-08-01,2,36.04,2
OmiePlate,Blue / 1 Plate + 1 Divider,2025,10,2025-10-01,1,18.01,1
OmiePlate,Blue / 3 Plates + 2 Dividers,2025,8,2025-08-01,1,95.86,1
OmiePlate,Green / 1 Plate + 1 Divider,2025,8,2025-08-01,2,36.04,2
OmiePlate,Green / 1 Plate + 1 Divider,2025,11,2025-11-01,1,18.02,1
OmiePlate,Green / 3 Plates + 2 Dividers,2025,8,2025-08-01,1,95.86,1
OmiePlate,Pink / 1 Plate + 1 Divider,2025,6,2025-06-01,1,18.02,1
OmiePlate,Pink / 1 Plate + 1 Divider,2025,8,2025-08-01,1,18.02,1
OmiePlate,Pink / 1 Plate + 1 Divider,2025,9,2025-09-01,1,18.02,1
OmiePlate,Pink / 3 Plates + 2 Dividers,2025,8,2025-08-01,1,95.85,1
OmiePod Refill,Blue,2023,8,2023-08-01,1,13.51,1
OmiePod Refill,Blue,2023,9,2023-09-01,1,13.52,2
OmiePod Refill,Blue,2023,11,2023-11-01,1,13.51,1
OmiePod Refill,Blue,2024,7,2024-07-01,1,13.51,1
OmiePod Refill,Blue,2024,8,2024-08-01,3,40.54,3
OmiePod Refill,Blue,2024,9,2024-09-01,2,27.03,2
OmiePod Refill,Blue,2024,11,2024-11-01,1,13.51,1
OmiePod Refill,Blue,2025,3,2025-03-01,0,19.82,1
OmiePod Refill,Blue,2025,7,2025-07-01,1,13.51,1
OmiePod Refill,Blue,2025,8,2025-08-01,2,27.02,2
OmiePod Refill,Blue,2025,9,2025-09-01,3,40.53,3
OmiePod Refill,Blue,2025,10,2025-10-01,1,13.51,1
OmiePod Refill,Blue,2025,12,2025-12-01,1,13.51,1
OmiePod Refill,Blue set of 2,2024,6,2024-06-01,1,5.41,1
OmiePod Refill,Blue set of 2,2024,8,2024-08-01,1,5.41,1
OmiePod Refill,Blue set of 2,2024,9,2024-09-01,2,10.82,2
OmiePod Refill,Blue set of 2,2025,2,2025-02-01,1,5.41,1
OmiePod Refill,Blue set of 2,2025,5,2025-05-01,1,5.41,1
OmiePod Refill,Blue set of 2,2025,8,2025-08-01,1,5.41,1
OmiePod Refill,Blue set of 2,2025,9,2025-09-01,3,16.21,3
OmiePod Refill,Blue set of 2,2025,11,2025-11-01,1,5.41,1
OmiePod Refill,Pink set of 2,2024,6,2024-06-01,1,5.41,1
OmiePod Refill,Pink set of 2,2024,8,2024-08-01,1,5.41,1
OmiePod Refill,Pink set of 2,2024,9,2024-09-01,3,16.23,3
OmiePod Refill,Pink set of 2,2025,2,2025-02-01,1,5.41,1
OmiePod Refill,Pink set of 2,2025,9,2025-09-01,1,5.41,1
OmiePod Refill,Pink/Purple,2023,9,2023-09-01,8,85.58,8
OmiePod Refill,Pink/Purple,2023,11,2023-11-01,1,13.51,1
OmiePod Refill,Pink/Purple,2023,12,2023-12-01,1,13.51,1
OmiePod Refill,Pink/Purple,2024,3,2024-03-01,1,13.52,1
OmiePod Refill,Pink/Purple,2024,8,2024-08-01,3,40.54,3
OmiePod Refill,Pink/Purple,2024,9,2024-09-01,2,27.02,2
OmiePod Refill,Pink/Purple,2025,2,2025-02-01,1,13.51,1
OmiePod Refill,Pink/Purple,2025,3,2025-03-01,0,19.82,1
OmiePod Refill,Pink/Purple,2025,5,2025-05-01,1,13.51,1
OmiePod Refill,Pink/Purple,2025,6,2025-06-01,1,13.51,1
OmiePod Refill,Pink/Purple,2025,8,2025-08-01,3,40.53,3
OmiePod Refill,Purple set of 2,2024,6,2024-06-01,1,5.41,1
OmiePod Refill,Purple set of 2,2024,8,2024-08-01,0,5.41,1
OmiePod Refill,Purple set of 2,2024,9,2024-09-01,2,10.81,2
OmiePod Refill,Purple set of 2,2025,1,2025-01-01,1,5.41,1
OmiePod Refill,Purple set of 2,2025,9,2025-09-01,1,5.41,1
OmiePod UP,Azure,2025,5,2025-05-01,8,334.25,9
OmiePod UP,Azure,2025,7,2025-07-01,4,126.14,4
OmiePod UP,Azure,2025,8,2025-08-01,17,308.15,17
OmiePod UP,Azure,2025,9,2025-09-01,16,390.15,17
OmiePod UP,Azure,2025,10,2025-10-01,6,76.6,8
OmiePod UP,Azure,2025,11,2025-11-01,4,61.28,4
OmiePod UP,Azure,2025,12,2025-12-01,4,89.2,4
OmiePod UP,Blush,2025,5,2025-05-01,9,349.56,9
OmiePod UP,Blush,2025,6,2025-06-01,1,15.32,1
OmiePod UP,Blush,2025,7,2025-07-01,3,95.5,3
OmiePod UP,Blush,2025,8,2025-08-01,19,275.75,19
OmiePod UP,Blush,2025,9,2025-09-01,7,236.96,7
OmiePod UP,Blush,2025,10,2025-10-01,4,61.28,4
OmiePod UP,Blush,2025,11,2025-11-01,1,-0.009999999999999787,3
OmiePod UP,Blush,2025,12,2025-12-01,2,73.87,3
OmiePod UP,Sunny,2025,5,2025-05-01,4,257.65,4
OmiePod UP,Sunny,2025,6,2025-06-01,2,45.95,3
OmiePod UP,Sunny,2025,7,2025-07-01,2,15.32,2
OmiePod UP,Sunny,2025,8,2025-08-01,23,386.55,23
OmiePod UP,Sunny,2025,9,2025-09-01,8,156.76,9
OmiePod UP,Sunny,2025,10,2025-10-01,5,76.6,5
OmiePod UP,Sunny,2025,11,2025-11-01,1,-0.010000000000001563,3
OmiePod UP,Sunny,2025,12,2025-12-01,1,43.24,1
OmiePod UP,Violet,2025,5,2025-05-01,7,303.60999999999996,7
OmiePod UP,Violet,2025,6,2025-06-01,2,30.64,2
OmiePod UP,Violet,2025,7,2025-07-01,2,58.550000000000004,2
OmiePod UP,Violet,2025,8,2025-08-01,15,254.99,15
OmiePod UP,Violet,2025,9,2025-09-01,10,218.03,10
OmiePod UP,Violet,2025,10,2025-10-01,1,15.32,1
OmiePod UP,Violet,2025,11,2025-11-01,3,45.96,3
OmiePod UP,Violet,2025,12,2025-12-01,2,73.88,3
OmiePod fork & spoon set,Bubble Pink,2022,8,2022-08-01,5,81.83,5
OmiePod fork & spoon set,Bubble Pink,2022,9,2022-09-01,24,324.3,25
OmiePod fork & spoon set,Bubble Pink,2022,10,2022-10-01,1,13.51,1
OmiePod fork & spoon set,Bubble Pink,2022,11,2022-11-01,2,27.02,2
OmiePod fork & spoon set,Bubble Pink,2022,12,2022-12-01,10,162.14,12
OmiePod fork & spoon set,Bubble Pink,2023,1,2023-01-01,5,67.45,5
OmiePod fork & spoon set,Bubble Pink,2023,2,2023-02-01,3,40.54,3
OmiePod fork & spoon set,Bubble Pink,2023,3,2023-03-01,1,13.52,1
OmiePod fork & spoon set,Bubble Pink,2023,4,2023-04-01,4,67.57,4
OmiePod fork & spoon set,Bubble Pink,2023,5,2023-05-01,2,13.52,2
OmiePod fork & spoon set,Bubble Pink,2023,6,2023-06-01,3,40.519999999999996,5
OmiePod fork & spoon set,Bubble Pink,2023,7,2023-07-01,10,135.12,10
OmiePod fork & spoon set,Bubble Pink,2023,8,2023-08-01,32,500.0,35
OmiePod fork & spoon set,Bubble Pink,2023,9,2023-09-01,20,256.73,23
OmiePod fork & spoon set,Bubble Pink,2023,10,2023-10-01,21,452.24,23
OmiePod fork & spoon set,Bubble Pink,2023,11,2023-11-01,5,94.59,5
OmiePod fork & spoon set,Bubble Pink,2024,1,2024-01-01,4,54.04,4
OmiePod fork & spoon set,Bubble Pink,2024,2,2024-02-01,3,40.53,3
OmiePod fork & spoon set,Bubble Pink,2024,3,2024-03-01,6,94.59,7
OmiePod fork & spoon set,Bubble Pink,2024,4,2024-04-01,2,22.92,2
OmiePod fork & spoon set,Bubble Pink,2024,5,2024-05-01,1,13.51,1
OmiePod fork & spoon set,Bubble Pink,2024,6,2024-06-01,1,13.51,1
OmiePod fork & spoon set,Bubble Pink,2024,7,2024-07-01,2,27.02,2
OmiePod fork & spoon set,Bubble Pink,2024,8,2024-08-01,39,722.5,42
OmiePod fork & spoon set,Bubble Pink,2024,9,2024-09-01,37,804.49,40
OmiePod fork & spoon set,Bubble Pink,2024,10,2024-10-01,3,40.54,3
OmiePod fork & spoon set,Bubble Pink,2024,11,2024-11-01,4,132.43,4
OmiePod fork & spoon set,Bubble Pink,2024,12,2024-12-01,1,0.0,2
OmiePod fork & spoon set,Bubble Pink,2025,1,2025-01-01,6,306.29,6
OmiePod fork & spoon set,Bubble Pink,2025,2,2025-02-01,2,27.02,2
OmiePod fork & spoon set,Bubble Pink,2025,3,2025-03-01,7,81.07,9
OmiePod fork & spoon set,Bubble Pink,2025,4,2025-04-01,11,162.13,13
OmiePod fork & spoon set,Bubble Pink,2025,5,2025-05-01,7,81.06,7
OmiePod fork & spoon set,Bubble Pink,2025,6,2025-06-01,6,81.07,6
OmiePod fork & spoon set,Bubble Pink,2025,7,2025-07-01,5,81.07,6
OmiePod fork & spoon set,Bubble Pink,2025,8,2025-08-01,42,806.24,45
OmiePod fork & spoon set,Bubble Pink,2025,9,2025-09-01,23,290.02,23
OmiePod fork & spoon set,Bubble Pink,2025,10,2025-10-01,7,58.46,7
OmiePod fork & spoon set,Bubble Pink,2025,11,2025-11-01,2,56.74,4
OmiePod fork & spoon set,Bubble Pink,2025,12,2025-12-01,4,79.27,4
OmiePod fork & spoon set,Capri Blue,2022,8,2022-08-01,3,40.910000000000004,3
OmiePod fork & spoon set,Capri Blue,2022,9,2022-09-01,6,95.36,6
OmiePod fork & spoon set,Capri Blue,2022,11,2022-11-01,4,54.04,4
OmiePod fork & spoon set,Capri Blue,2022,12,2022-12-01,3,38.87,5
OmiePod fork & spoon set,Capri Blue,2023,1,2023-01-01,2,39.629999999999995,3
OmiePod fork & spoon set,Capri Blue,2023,2,2023-02-01,1,13.51,1
OmiePod fork & spoon set,Capri Blue,2023,4,2023-04-01,1,13.51,1
OmiePod fork & spoon set,Capri Blue,2023,5,2023-05-01,1,13.52,1
OmiePod fork & spoon set,Capri Blue,2023,6,2023-06-01,3,32.22,3
OmiePod fork & spoon set,Capri Blue,2023,7,2023-07-01,5,67.56,5
OmiePod fork & spoon set,Capri Blue,2023,8,2023-08-01,15,229.7,18
OmiePod fork & spoon set,Capri Blue,2023,9,2023-09-01,27,407.17,30
OmiePod fork & spoon set,Capri Blue,2023,10,2023-10-01,10,121.6,10
OmiePod fork & spoon set,Capri Blue,2023,11,2023-11-01,0,13.52,1
OmiePod fork & spoon set,Capri Blue,2024,4,2024-04-01,9,210.07000000000002,9
OmiePod fork & spoon set,Capri Blue,2024,5,2024-05-01,4,54.05,4
OmiePod fork & spoon set,Capri Blue,2024,6,2024-06-01,5,67.56,5
OmiePod fork & spoon set,Capri Blue,2024,7,2024-07-01,1,13.51,1
OmiePod fork & spoon set,Capri Blue,2024,8,2024-08-01,18,573.84,23
OmiePod fork & spoon set,Capri Blue,2024,9,2024-09-01,40,789.58,40
OmiePod fork & spoon set,Capri Blue,2024,10,2024-10-01,5,67.56,5
OmiePod fork & spoon set,Capri Blue,2024,11,2024-11-01,2,13.51,3
OmiePod fork & spoon set,Capri Blue,2024,12,2024-12-01,1,13.51,1
OmiePod fork & spoon set,Capri Blue,2025,1,2025-01-01,7,292.8,6
OmiePod fork & spoon set,Capri Blue,2025,2,2025-02-01,3,40.54,3
OmiePod fork & spoon set,Capri Blue,2025,3,2025-03-01,4,40.54,5
OmiePod fork & spoon set,Capri Blue,2025,4,2025-04-01,6,81.08,7
OmiePod fork & spoon set,Capri Blue,2025,5,2025-05-01,2,27.03,2
OmiePod fork & spoon set,Capri Blue,2025,6,2025-06-01,5,81.07,5
OmiePod fork & spoon set,Capri Blue,2025,7,2025-07-01,3,40.54,3
OmiePod fork & spoon set,Capri Blue,2025,8,2025-08-01,17,216.18,17
OmiePod fork & spoon set,Capri Blue,2025,9,2025-09-01,2,133.33,2
OmiePod fork & spoon set,Capri Blue,2025,10,2025-10-01,1,0.0,1
OmiePod fork & spoon set,Capri Blue,2025,11,2025-11-01,0,-59.46,1
OmiePod fork & spoon set,Capri Blue,2025,12,2025-12-01,2,50.45,2
OmiePod fork & spoon set,Lilac Purple,2022,8,2022-08-01,4,54.540000000000006,4
OmiePod fork & spoon set,Lilac Purple,2022,9,2022-09-01,14,189.31,14
OmiePod fork & spoon set,Lilac Purple,2022,10,2022-10-01,1,13.51,1
OmiePod fork & spoon set,Lilac Purple,2022,11,2022-11-01,1,13.51,1
OmiePod fork & spoon set,Lilac Purple,2022,12,2022-12-01,4,25.35,5
OmiePod fork & spoon set,Lilac Purple,2023,1,2023-01-01,4,52.03,4
OmiePod fork & spoon set,Lilac Purple,2023,2,2023-02-01,3,40.53,3
OmiePod fork & spoon set,Lilac Purple,2023,4,2023-04-01,2,27.02,2
OmiePod fork & spoon set,Lilac Purple,2023,5,2023-05-01,4,54.06,4
OmiePod fork & spoon set,Lilac Purple,2023,6,2023-06-01,4,53.78,4
OmiePod fork & spoon set,Lilac Purple,2023,7,2023-07-01,4,67.56,4
OmiePod fork & spoon set,Lilac Purple,2023,8,2023-08-01,16,243.21,19
OmiePod fork & spoon set,Lilac Purple,2023,9,2023-09-01,24,334.21,27
OmiePod fork & spoon set,Lilac Purple,2023,10,2023-10-01,5,54.06,6
OmiePod fork & spoon set,Lilac Purple,2023,11,2023-11-01,3,67.55,6
OmiePod fork & spoon set,Lilac Purple,2024,1,2024-01-01,4,54.04,4
OmiePod fork & spoon set,Lilac Purple,2024,2,2024-02-01,2,27.02,2
OmiePod fork & spoon set,Lilac Purple,2024,3,2024-03-01,3,40.53,3
OmiePod fork & spoon set,Lilac Purple,2024,4,2024-04-01,4,159.45000000000002,4
OmiePod fork & spoon set,Lilac Purple,2024,5,2024-05-01,3,40.53,3
OmiePod fork & spoon set,Lilac Purple,2024,6,2024-06-01,4,54.04,4
OmiePod fork & spoon set,Lilac Purple,2024,7,2024-07-01,3,40.54,3
OmiePod fork & spoon set,Lilac Purple,2024,8,2024-08-01,22,381.96,23
OmiePod fork & spoon set,Lilac Purple,2024,9,2024-09-01,17,530.69,20
OmiePod fork & spoon set,Lilac Purple,2024,10,2024-10-01,3,54.06,4
OmiePod fork & spoon set,Lilac Purple,2024,11,2024-11-01,4,156.75,4
OmiePod fork & spoon set,Lilac Purple,2025,1,2025-01-01,8,246.82999999999998,8
OmiePod fork & spoon set,Lilac Purple,2025,2,2025-02-01,2,40.519999999999996,3
OmiePod fork & spoon set,Lilac Purple,2025,3,2025-03-01,3,27.03,4
